POLICY_ID,CLAIM_NB,CLAIM_TOTAL_AMOUNT
2191820,1,310.29
2191905,1,9726.82
2191942,1,749.13
2191960,1,147.4
2191963,1,1172.0
2191973,1,1172.0
2192020,1,1172.0
2192083,1,1172.0
2192155,1,1172.0
2192231,1,1249.0
2192235,1,22.05
2192265,1,1172.0
2192282,1,760.63
2192342,1,1172.0
2192418,2,1960.79
2192454,1,1172.0
2192561,1,1172.0
2192601,1,1807.67
2192708,1,4173.36
2192730,1,1172.0
2192752,1,133.99
2192800,1,1172.0
2192802,1,1172.0
2192816,1,1041.5
2192889,1,1172.0
2192899,1,328.0
2192953,1,1163.78
2192969,1,1172.0
2192974,1,5090.78
2192996,1,1096.68
2193045,1,1824.75
2193084,1,399.76
2193110,1,2007.57
2193127,1,1172.0
2193132,1,255.92
2193149,1,1172.0
2193188,1,1172.0
2193219,1,1172.0
2193325,1,76.0
2193327,1,830.1
2193335,1,826.56
2193356,1,291.8
2193365,1,1172.0
2193395,2,4846.69
2193478,1,1172.0
2193487,1,2672.0
2193514,1,1044.32
2193518,1,5104.32
2193524,2,1599.27
2193563,1,1172.0
2193624,1,154.0
2193660,1,99.69
2193682,1,1172.0
2193698,1,1172.0
2193825,1,44.6
2193887,1,1172.0
2193891,1,955.24
2193942,1,1172.0
2193971,1,338.91
2194006,1,1172.0
2194029,1,375.99
2194044,1,237.65
2194079,1,286.34
2194103,1,68.33
2194151,1,761.18
2194167,1,1172.0
2194174,1,1172.0
2194347,1,659.67
2194369,1,1172.0
2194376,1,1000.0
2194382,1,1172.0
2194414,1,1172.0
2194417,1,74.75
2194442,1,1042.0
2194473,1,1172.0
2194521,1,1172.0
2194622,1,24.01
2194624,1,3172.0
2194638,2,3341.08
2194641,1,1172.0
2194679,1,800.8
2194722,2,1480.93
2194754,1,1172.0
2194784,1,1172.0
2195068,1,532.33
2195104,1,1172.0
2195142,1,1172.0
2195198,1,1172.0
2195227,1,375.0
2195421,1,792.83
2195492,1,1172.0
2195527,1,1172.0
2195534,1,1172.0
2195615,1,488.25
2195657,1,108.18
2195700,1,857.16
2195824,1,1172.0
2195934,1,453.17
2195964,1,1172.0
2195981,1,76.01
2196020,1,1172.0
2196029,1,547.31
2196045,1,1172.0
2196133,1,1172.0
2196218,1,534.28
2196225,1,1172.0
2196241,1,1172.0
2196280,1,345.73
2196319,1,174.62
2196385,1,2502.62
2196400,1,1647.65
2196421,1,1172.0
2196451,1,240.03
2196464,1,1481.67
2196650,1,798.43
2196655,1,1172.0
2196857,1,1172.0
2196870,1,1172.0
2196874,2,1965.5700000000002
2196880,1,4259.53
2196921,1,73.99
2197031,1,1172.0
2197095,1,935.49
2197103,1,1172.0
2197139,1,1289.46
2197192,1,823.14
2197215,1,48735.0
2197255,1,1172.0
2197293,1,1172.0
2197388,1,721.22
2197395,1,70.55
2197748,1,1172.0
2197749,1,1172.0
2197769,1,2172.0
2197771,1,1204.76
2197821,1,1381.52
2197850,1,75.98
2197922,1,1172.0
2197933,1,1172.0
2197985,1,1172.0
2197993,1,1172.0
2198079,1,301.94
2198145,1,1172.0
2198147,1,78.15
2198218,1,1172.0
2198323,1,1778.05
2198347,1,1172.0
2198399,1,586.0
2198440,1,1476.44
2198534,1,2172.0
2198652,1,255.17
2198660,1,1172.0
2198675,1,78.16
2198697,1,662.0
2198725,1,1172.0
2198741,1,1139.24
2198816,1,1172.0
2198830,1,1172.0
2198865,1,1172.0
2198898,1,1172.0
2199030,1,1172.0
2199185,1,498.39
2199363,1,586.0
2199427,1,1172.0
2199626,1,1172.0
2199640,1,1172.0
2199681,1,1982.03
2199682,1,1670.14
2199744,1,586.0
2199764,1,162.39
2199785,1,152.45
2199852,1,1190.19
2199910,1,1341.04
2199941,1,2540.31
2199951,1,828.45
2200021,1,1172.0
2200144,1,4172.0
2200146,1,75.99
2200156,1,947.4
2200176,1,1172.0
2200340,1,68088.66
2200371,1,650.36
2200396,1,2126.77
2200408,1,1289.02
2200422,1,1672.0
2200452,1,991.92
2200481,1,1172.0
2200509,1,154.53
2200527,1,1172.0
2200557,1,156.66
2200586,1,1172.0
2200594,1,85.68
2200616,1,1172.0
2200684,1,1217.99
2200725,1,1172.0
2200760,1,1172.0
2200774,1,1172.0
2200882,1,1415.25
2200889,1,5026.38
2200898,2,2344.0
2200929,1,1172.0
2200950,1,706.95
2201060,2,1249.74
2201128,1,1172.0
2201136,1,1172.0
2201145,1,1000.0
2201179,1,1672.0
2201181,1,78.44
2201241,1,56.74
2201362,1,80.12
2201372,1,1172.0
2201445,1,1172.0
2201447,1,1172.0
2201510,1,461.25
2201555,1,1172.0
2201606,1,1172.0
2201743,1,1872.68
2201775,1,1172.0
2201955,1,1455.76
2202004,1,178.14
2202113,1,650.24
2202143,1,994.95
2202504,1,1172.0
2202612,1,33.86
2202813,1,203172.0
2202814,1,2672.0
2202826,1,1172.0
2202860,1,410.73
2202922,1,2706.95
2202923,1,1172.0
2202987,1,1172.0
2203020,1,1172.0
2203052,1,1172.0
2203080,1,4672.0
2203086,1,1172.0
2203107,1,1172.0
2203112,1,96.26
2203119,1,586.0
2203152,1,774.89
2203249,1,104.41
2203334,1,16785.88
2203360,1,1172.0
2203391,1,1172.0
2203420,1,1172.0
2203462,1,74.84
2203542,1,85.7
2203544,1,4676.96
2203556,1,556.0
2203571,1,1172.0
2203584,1,1032.14
2203635,1,986.79
2203656,1,1172.0
2203661,1,5620.09
2203673,1,1172.0
2203719,1,1172.0
2203740,1,213.04
2203772,1,1172.0
2203816,1,1128.0
2203844,2,597.3
2203870,1,1172.0
2203879,1,592.2
2203947,1,1035.56
2203975,1,1172.0
2203990,1,136.24
2204025,1,2774.03
2204056,1,741.77
2204072,1,1172.0
2204111,1,2672.0
2204254,1,1591.18
2204259,1,822.56
2204436,1,4282.23
2204448,1,1172.0
2204474,1,1172.0
2204495,1,586.0
2204530,1,1172.0
2204575,1,1172.0
2204647,1,2204.3
2204662,1,1172.0
2204669,1,831.96
2204717,1,1172.0
2204769,1,5409.75
2204803,1,2742.11
2204840,1,1172.0
2204847,1,1172.0
2204848,1,2637.37
2204882,1,824.08
2205047,1,1172.0
2205106,1,663.23
2205133,1,8500.0
2205134,1,2672.0
2205174,1,1172.0
2205192,1,1172.0
2205196,1,11002.0
2205263,1,3729.05
2205298,1,1172.0
2205330,1,1172.0
2205348,2,7400.0
2205352,1,1501.78
2205428,1,4762.45
2205437,2,2179.93
2205469,1,1172.0
2205488,1,1172.0
2205491,1,109743.72
2205507,1,236.89
2205542,1,91.0
2205553,1,1172.0
2205657,1,52.17
2205720,1,1172.0
2205791,1,58.69
2205793,1,586.0
2205806,1,1172.0
2205817,1,1172.0
2205838,1,1172.0
2205890,1,2752.45
2205894,1,1172.0
2206005,1,1172.0
2206012,1,1537.38
2206067,1,2964.0
2206084,1,1531.76
2206168,1,2972.51
2206171,1,1172.0
2206261,1,1172.0
2206281,1,71.76
2206287,1,1172.0
2206377,1,1172.0
2206381,1,1172.0
2206399,1,2397.27
2206427,1,268.72
2206454,1,1172.0
2206511,1,241171.16
2206540,1,103.73
2206577,1,1172.0
2206594,1,459.83
2206633,1,1770.11
2206651,1,384.05
2206707,1,1172.0
2206722,1,1172.0
2206749,1,1172.0
2206756,1,2672.0
2206788,1,231.05
2206900,1,1292.55
2206988,1,3187.61
2206989,1,204.93
2207000,1,1172.0
2207007,1,1172.0
2207016,1,78.4
2207029,1,274.0
2207101,1,1172.0
2207121,1,1172.0
2207214,1,1172.0
2207262,1,147.96
2207274,1,120.86
2207298,1,870.72
2207310,1,1946.28
2207314,1,82.07
2207366,1,1872.0
2207376,1,159.53
2207378,1,221.62
2207458,1,1172.0
2207459,1,78.17
2207501,1,4062.23
2207574,1,954.21
2207579,1,1047.85
2207668,1,20.29
2207690,1,314.23
2207705,1,1260.5
2207737,1,1172.0
2207738,1,571.25
2207753,1,652.33
2207827,1,1172.0
2207834,1,1172.0
2207846,1,65.18
2207860,1,1172.0
2207891,1,955.08
2207892,1,1172.0
2207948,1,1754.61
2207965,1,1172.0
2207984,1,1172.0
2207985,1,1172.0
2207987,1,76.01
2208012,1,99.65
2208169,1,1172.0
2208225,1,5172.0
2208241,1,1172.0
2208271,1,1172.0
2208289,1,249.11
2208309,1,1172.0
2208338,1,586.0
2208372,1,74.14
2208380,1,23.09
2208415,1,1172.0
2208436,1,1388.16
2208484,1,1172.0
2208551,1,2154.29
2208587,1,1172.0
2208642,1,305.0
2208677,1,1172.0
2208684,1,1172.0
2208705,1,2768.0
2208742,1,70000.0
2208827,1,1751.11
2208843,2,2344.0
2208866,1,150.0
2208872,1,78.16
2208881,1,446.35
2208953,1,1689.24
2208970,1,1215.61
2209003,1,161.56
2209032,1,799.99
2209100,1,114.41
2209119,1,1172.0
2209128,1,1463.46
2209179,1,75.18
2209220,1,19350.0
2209259,1,24172.0
2209283,1,429.5
2209424,1,1911.0
2209432,1,1172.0
2209457,1,1172.0
2209532,1,1532.06
2209580,1,1172.0
2209596,1,1172.0
2209613,1,1172.0
2209731,1,1262.19
2209768,1,586.0
2209786,1,2172.0
2209850,1,1172.0
2209887,1,1172.0
2209888,1,128902.06
2210035,1,1076.42
2210038,1,1172.0
2210068,1,1219.74
2210071,1,1172.0
2210087,1,1172.0
2210098,1,76.01
2210122,1,1172.0
2210218,1,142.11
2210261,2,1758.0
2210292,1,1172.0
2210302,1,3266.4
2210328,1,1945.2
2210340,1,1172.0
2210359,2,2344.0
2210395,1,3487.6
2210400,1,938.51
2210401,1,1172.0
2210416,1,470.64
2210481,1,8.41
2210489,1,186.39
2210498,1,1172.0
2210525,2,1821.01
2210541,1,1172.0
2210558,1,1172.0
2210594,1,1172.0
2210599,1,1172.0
2210602,1,2058.18
2210664,1,1172.0
2210669,2,1286.26
2210675,1,1172.0
2210681,1,1172.0
2210712,1,1172.0
2210727,1,88.65
2210835,1,1172.0
2211009,1,2601.07
2211041,1,1405.35
2211082,1,1172.0
2211108,1,733.67
2211115,1,1172.0
2211124,1,1172.0
2211132,1,5172.0
2211153,1,1229.34
2211170,1,1172.0
2211172,1,1172.0
2211207,1,2172.0
2211232,1,5828.32
2211246,1,5978.64
2211262,1,423.0
2211283,1,1910.58
2211309,1,70.88
2211333,1,1580.34
2211358,1,1172.0
2211364,1,5545.27
2211368,1,1172.0
2211390,1,1172.0
2211392,1,1172.0
2211410,1,2372.71
2211449,1,1172.0
2211455,1,1172.0
2211463,1,1172.0
2211470,1,1172.0
2211485,1,1172.0
2211490,1,1235.03
2211495,1,1172.0
2211498,1,1515.81
2211499,1,349.24
2211513,1,1172.0
2211527,1,1172.0
2211535,1,1172.0
2211554,1,1080.12
2211584,1,26672.0
2211587,1,62400.0
2211594,1,385.09
2211597,1,1172.0
2211600,1,508.09
2211613,1,201.0
2211622,1,1172.0
2211636,1,79.79
2211661,1,2672.0
2211664,1,1172.0
2211678,1,90.99
2211694,1,4263.48
2211743,1,81.3
2211752,1,2317.28
2211777,1,1172.0
2211856,1,1172.0
2211905,1,351.27
2211909,2,1975.23
2211918,1,222.22
2211930,1,1172.0
2211939,1,1486.03
2211942,1,1172.0
2211988,1,1172.0
2212023,1,148.71
2212047,2,3378.73
2212076,2,2659.71
2212077,1,10713.16
2212101,1,1172.0
2212104,1,1172.0
2212109,1,283.28
2212134,1,587.49
2212144,1,1375.66
2212167,1,2943.53
2212380,1,227.83
2212382,2,5128.93
2212449,1,1172.0
2212526,1,1172.0
2212574,1,1172.0
2212606,1,3500.63
2212650,1,1172.0
2212705,1,586.0
2212841,1,1172.0
2212932,1,1495.14
2213020,1,302.85
2213042,1,5437.88
2213128,1,1172.0
2213434,1,1172.0
2213867,1,1656.46
2213927,1,730.57
2213966,1,777.53
2214094,1,2786.1
2214215,1,1372.18
2214250,1,479.59
2214260,1,1500.0
2214266,1,15000.0
2214282,1,5000.0
2214309,1,1739.0
2214310,1,1500.0
2214340,1,88.0
2214347,1,5000.0
2214362,1,304.65
2214369,1,874.6
2214388,1,79.0
2214451,1,1500.0
2214456,1,634.75
2214559,1,443.06
2214572,1,423.53
2214607,1,743.23
2214669,1,1383.31
2214699,1,5975.01
2214944,1,360.22
2214952,1,3309.92
2214960,1,5000.0
2214964,1,719.73
2214984,1,1072.56
2215001,1,2500.0
2215010,1,552.54
2215046,1,540.57
2215050,2,3152.24
2215055,1,5000.0
2215112,1,2085.51
2215169,1,78.34
2215280,1,1500.0
2215294,2,6328.83
2215388,1,1964.7
2215424,1,5234.61
2215519,1,1262.54
2215587,1,6658.8
2215628,1,1500.0
2215658,1,963.43
2215712,1,3379.57
2215724,1,662.71
2215790,1,2686.9
2215807,1,450.0
2215820,1,714.0
2215868,1,2780.65
2215982,1,80.56
2215983,1,14928.0
2216077,1,15000.0
2216098,1,3038.99
2216168,1,10000.0
2216222,1,391.4
2216288,1,4000.0
2216294,6,9653.599999999999
2216336,1,410.95
2216351,1,3127.62
2216358,1,75.34
2216451,1,1236.08
2216464,1,1152.24
2216536,1,1479.53
2216538,1,1375.88
2216593,1,3985.72
2216619,1,2445.29
2216661,2,2949.97
2216689,2,10056.59
2216832,1,536.99
2217120,1,1133.47
2217244,1,3422.25
2217403,1,1204.57
2217629,1,645.19
2218131,1,366.58
2218307,1,1796.98
2218325,2,12552.98
2218590,1,2919.88
2218659,1,811.42
2218669,1,746.31
2218857,1,2175.1
2218948,1,916.29
2219050,1,265.72
2219089,1,71.64
2219173,1,1584.54
2219390,1,1455.47
2219417,1,707.21
2219419,1,610.95
2219601,1,1822.94
2219627,1,1376.92
2219665,1,4126.76
2219787,1,480.73
2219808,1,10000.0
2219881,1,1744.37
2219973,1,3000.0
2219997,1,1135.87
2220064,1,3804.0
2220176,2,1957.5
2220177,1,486.92
2220228,1,3500.83
2220353,1,1197.67
2220394,1,2000.72
2220441,1,374.07
2220463,1,1185.49
2220532,1,385.11
2220538,1,87.91
2220551,1,3000.0
2220591,1,492.15
2220674,1,2027.03
2220691,1,402.45
2220725,1,1140.31
2220796,1,258.46
2220831,1,81.33
2220877,1,1615.85
2220882,1,1500.0
2220961,1,103.15
2221046,1,960.98
2221053,1,1505.02
2221063,1,1346.24
2221174,1,1071.76
2221176,1,2658.58
2221219,1,310.65
2221250,1,5000.0
2221369,1,840.6
2221370,1,1594.64
2221380,1,71.76
2221424,1,1067.56
2221430,1,867.42
2221433,1,1169.45
2221473,1,1190.05
2221514,2,2671.41
2221559,1,939.74
2221673,1,396.97
2221708,1,1002.89
2221727,1,1235.19
2221809,1,1500.0
2221842,1,3900.0
2221863,1,5000.0
2221941,1,994.56
2221991,1,1452.0
2221998,1,2000.0
2222063,1,805.04
2222064,1,767.55
2222159,1,2500.0
2222206,1,515.47
2222220,2,2310.95
2222438,1,1794.67
2222794,1,2659.39
2223202,1,10000.0
2223311,1,3033.6
2223496,1,660.0
2223700,1,673.89
2223785,2,2339.65
2223852,1,2202.83
2223886,1,2843.13
2224148,1,294.37
2224507,1,249.15
2224596,1,1550.55
2224951,1,10059.92
2224967,1,900.0
2225128,2,1076.35
2225154,1,2259.69
2225209,1,1039.38
2225269,1,1483.12
2225323,1,81.33
2225386,1,822.6
2225605,1,153.04
2225637,1,500.37
2225640,1,580.0
2225724,1,6939.28
2225771,1,55000.0
2225849,2,8639.92
2225855,1,2900.0
2225891,1,528.18
2226047,2,2688.91
2226087,1,1000.0
2226139,2,12081.0
2226289,1,400.0
2226405,1,2765.97
2226426,1,1204.0
2226451,1,881.03
2226479,2,3915.35
2226525,1,80.81
2226574,1,2949.99
2226658,1,777.88
2226702,1,299.0
2226727,1,2275.76
2226740,1,3000.0
2226762,1,1523.05
2226812,1,2127.86
2226832,1,6000.0
2226840,1,1558.01
2226867,1,1899.92
2226881,1,1500.0
2226904,1,120000.0
2226999,1,1151.89
2227090,1,2202.89
2227091,1,1172.0
2227122,1,1010.94
2227138,1,1217.3
2227145,1,616.82
2227167,1,1152.62
2227271,1,900.0
2227272,1,1000.0
2227303,1,1084.11
2227410,1,1352.53
2227442,1,1751.28
2227481,1,834.42
2227492,1,343.85
2227585,1,473.51
2227636,2,1572.01
2227641,1,797.0
2227644,1,621.85
2227737,1,858.04
2227805,1,1554.34
2227828,1,829.96
2227860,1,1533.82
2227875,1,932.22
2227880,1,1281.33
2227902,1,1291.42
2228035,1,104.29
2228173,1,84.62
2228328,1,629.27
2228464,1,500.0
2228642,1,3215.81
2229037,1,229.01
2229107,1,567.59
2229317,1,333.92
2229366,1,3237.63
2230147,1,783.4
2230216,1,2487.97
2230292,1,433.94
2230359,1,724.66
2230541,1,883.15
2230560,1,2714.27
2230690,1,950.9
2230748,1,1392.99
2230849,1,1484.79
2230955,1,5000.0
2231031,1,1000.55
2231295,1,1042.67
2231363,1,5000.0
2231446,1,1259.9
2231517,1,2488.58
2231549,1,399.79
2231551,1,185.75
2231602,1,18000.0
2231657,1,4565.73
2231701,1,3484.0
2231787,1,6534.09
2231792,1,6000.0
2234497,1,449.85
2234608,1,27000.0
2234617,1,1356.01
2235003,1,2876.2
2235037,2,977.34
2235042,1,1731.91
2235050,1,109.92
2235068,1,217.29
2235088,1,1663.07
2235158,1,10000.0
2235187,1,1588.33
2239254,1,521.93
2239272,1,612.72
2239279,8,24825.77
2239653,1,301.67
2241148,1,2151.27
2241216,1,3740.58
2241283,1,282.92
2241326,1,514.01
2241378,1,2943.15
2241380,1,1224.95
2241477,1,653.96
2241592,1,575.0
2241658,1,5000.0
2241683,16,35529.369999999995
2241687,1,1202.88
2241750,1,653.27
2241818,1,783.24
2241861,1,1331.8
2246130,1,960.05
2246239,1,1282.71
2246295,1,1500.0
2246354,1,561.0
2246362,1,690.0
2246553,2,6080.81
2247970,1,8000.0
2247975,1,1500.0
2247986,3,3033.0600000000004
2247990,1,170.33
2248080,1,1429.04
2248174,9,18354.66
2248193,1,3164.28
2248261,1,1500.0
2248263,1,1435.0
2248292,1,3800.0
2248468,1,1500.0
2252862,1,1690.0
2252952,1,1500.0
2253298,1,85.51
2253899,2,17000.0
2254065,1,1500.0
2254212,1,878.27
2254447,1,257.27
2254478,1,4653.56
2255083,1,1156.35
2255094,1,98.07
2255118,2,1979.6599999999999
2255152,1,792.0
2255211,1,1356.39
2255267,1,439.13
2255277,1,1357.89
2255307,1,2548.65
2255325,1,2396.8
2255329,1,125.02
2255337,1,2933.03
2255452,1,4683.74
2255571,1,71.64
2255684,1,3327.59
2255734,1,71.64
2255777,1,1761.02
2255789,2,1622.23
2255812,1,670.0
2255815,1,1166.22
2255817,1,338.43
2255839,1,2000.0
2255842,1,17000.0
2255875,2,892.42
2255909,1,757.82
2255912,1,1000.0
2255937,1,254.33
2255966,1,571.02
2255971,1,261.85
2255979,1,1111.94
2255984,1,632.84
2256023,1,1466.13
2256034,1,602.79
2256054,1,517.77
2256061,2,1679.23
2256074,1,1045.47
2256090,1,1809.92
2256096,1,1500.0
2256100,1,672.79
2256133,1,4068.24
2256140,1,2000.0
2256235,1,1200.0
2256248,1,174.12
2256254,1,2278.45
2256358,1,3000.0
2256519,1,1319.09
2256527,1,965.04
2256665,1,323.59
2256698,1,9000.0
2256705,1,71.64
2256709,1,1730.41
2256715,2,1515.68
2256716,1,1362.81
2256779,1,2892.55
2256787,3,5142.07
2256815,1,3767.15
2256824,1,1636.28
2256851,1,3030.26
2256859,1,511.53
2256936,1,1303.08
2256937,1,2095.49
2256947,1,1375.45
2257319,1,78.34
2257418,1,730.63
2257612,1,1791.19
2257706,1,2303.68
2257713,1,2941.73
2257801,1,1896.64
2257814,1,1536.51
2257821,1,141.36
2257822,1,1444.1
2257823,1,1396.82
2257841,2,13398.27
2257855,1,1103.03
2257857,1,1500.0
2257896,1,2805.39
2257934,1,2039.45
2257944,1,167.29
2257964,1,8000.0
2257991,1,1675.19
2258014,1,2245.45
2258022,1,1929.3
2258037,1,556.2
2258058,1,1117.75
2258068,1,744.43
2258069,1,787.96
2258125,1,1752.88
2258133,1,1194.47
2258151,1,1692.36
2258175,1,71.64
2258245,1,2439.89
2258283,1,142.47
2258331,1,1796.66
2258343,1,774.9
2258356,1,1804.7
2258388,1,1702.42
2258401,1,1323.25
2258415,1,2806.9
2258458,1,73.22
2258461,1,1563.68
2258524,1,214.0
2258559,1,1791.41
2258597,1,36.47
2258608,1,823.01
2258672,1,405.02
2258735,1,5000.0
2258736,1,2147.89
2258737,1,638.74
2258784,1,1280.48
2258845,1,869.04
2258851,1,1556.66
2258864,1,884.56
2258870,1,1624.05
2258872,1,504.23
2258910,1,4000.0
2259024,1,321.34
2259155,1,744.24
2259187,1,78.4
2259252,1,988.85
2259283,1,644.21
2259341,1,5772.06
2259787,1,1190.2
2259799,1,292.85
2259914,1,1087.08
2260002,2,5500.0
2260057,1,1143.37
2260102,1,4000.0
2260140,1,1500.0
2260141,1,1500.0
2260200,1,5000.0
2260231,1,1522.21
2260267,1,1500.0
2260272,1,3351.05
2260280,1,900.0
2260319,1,78.34
2260366,2,2087.58
2260379,1,75.11
2260456,1,776.76
2260482,1,10000.0
2260510,2,4720.98
2260519,1,418.01
2260574,1,1334.93
2260624,1,817.29
2260647,1,1344.3
2260730,1,704.0
2260869,1,547.09
2260879,1,1312.76
2260956,1,756.68
2260958,1,2085.77
2261060,1,868.77
2261081,1,2736.98
2261162,1,3833.82
2261199,1,723.19
2261262,1,983.08
2261268,1,564.09
2261282,1,2583.62
2261311,1,4000.0
2261316,1,1881.96
2261355,1,590.36
2261359,1,1592.1
2261362,1,1055.62
2261404,1,648.41
2261431,1,40000.0
2261577,1,2419.13
2261680,1,590.0
2261758,1,1333.02
2262401,1,537.07
2262424,1,334.91
2262471,1,511.01
2262590,1,845.74
2262599,1,588.44
2262740,1,829.26
2262755,1,420.38
2262806,1,894.41
2262807,1,4000.0
2262827,1,3000.0
2262829,1,1521.48
2262846,1,3000.0
2262912,1,2249.67
2262918,1,77.76
2262925,1,2348.07
2262998,1,721.73
2263016,1,678.84
2263067,1,1594.79
2263071,1,2622.66
2263138,1,200.76
2263157,1,2409.25
2263159,1,82.05
2263166,1,931.84
2263174,1,855.11
2263225,2,3064.29
2263279,1,779.15
2263288,1,1493.41
2263289,1,775.11
2263296,1,1387.44
2263308,2,2044.13
2263363,1,71.64
2263399,1,1614.99
2263408,1,131.62
2263470,1,938.97
2263473,1,3500.0
2263540,1,438.16
2263550,1,290.97
2263569,1,1599.91
2263629,1,68.2
2263634,1,7000.0
2263635,1,1844.19
2263808,1,303.21
2263816,1,7197.26
2263828,1,629.7
2263854,1,255.68
2263863,1,1500.0
2263878,1,3000.0
2263957,1,301.2
2263968,1,980.93
2263977,1,67.46
2264027,1,540.9
2264082,1,1938.33
2264143,1,1910.51
2264181,1,3793.43
2264207,1,83.12
2264234,1,1649.14
2264295,1,219.63
2264297,3,8714.48
2264305,1,3827.75
2264323,1,1087.78
2264346,1,1500.0
2264398,1,900.0
2264433,1,78.34
2264441,1,305.95
2264484,1,673.53
2264515,2,1456.88
2264519,1,3868.8
2264523,1,1213.61
2264540,1,1451.73
2264575,1,1500.0
2264634,3,2730.06
2264707,1,356.33
2264720,1,945.35
2264748,1,1122.96
2265042,1,951.03
2265303,1,3000.0
2265510,1,2000.0
2265825,1,1093.14
2266149,1,520.63
2266190,1,100.0
2266292,1,1911.85
2266305,1,750.26
2266315,1,670.64
2266327,1,68.6
2266329,1,1930.96
2266330,1,7170.57
2266392,1,1500.0
2266429,1,20000.0
2266452,1,2626.51
2266468,1,979.61
2266472,1,955.4
2266476,1,441.3
2266575,2,777.06
2266621,1,264.59
2266630,1,30000.0
2266671,1,1000.0
2266700,1,930.59
2266729,1,7000.0
2266767,1,5076.45
2266788,1,1212.61
2266805,1,500.1
2266814,1,937.4
2266815,1,628.12
2266867,1,442.17
2266921,1,1715.11
2266947,1,429.0
2266951,1,660.78
2266963,1,254.66
2266970,1,2223.12
2267001,1,1937.5
2267003,1,1089.14
2267048,1,911.0
2267054,1,1555.39
2267122,1,220.39
2267226,1,1829.26
2267294,1,297.89
2267312,1,1058.36
2267383,1,1137.07
2267417,2,2982.8500000000004
2267427,1,699.68
2267447,1,1000.0
2267466,1,3960.07
2267487,1,866.24
2267489,1,10000.0
2267518,1,1460.37
2267527,1,1662.81
2267542,1,1072.96
2267555,1,52.88
2267717,1,1089.92
2267758,1,2062.21
2267782,1,776.69
2267812,1,1720.87
2267816,1,6000.0
2267824,2,2664.8500000000004
2267840,1,1491.11
2267874,1,3000.0
2267901,1,1031.57
2267959,1,2754.34
2267962,1,3505.32
2267977,1,3197.49
2268013,1,3645.23
2268036,1,3664.95
2268038,1,5000.0
2268050,1,890.37
2268060,1,100.3
2268069,1,225.72
2268074,1,213.99
2268155,1,1287.44
2268185,1,735.54
2268186,1,1172.0
2268195,1,9048.72
2268208,1,6237.08
2268282,1,1076.29
2268286,1,1388.09
2268328,1,1574.06
2268342,1,1247.16
2268383,1,105.45
2268401,1,1990.92
2268413,1,2017.89
2268430,1,181.67
2268451,1,2432.86
2268478,1,280.43
2268529,1,1132.05
2268538,1,771.5
2268548,1,1763.49
2268575,1,2987.42
2268649,1,83.72
2268659,1,544.14
2268680,1,22343.05
2268681,1,1273.44
2268891,1,2156.21
2269119,1,1500.0
2269238,1,1678.03
2269330,1,1521.35
2269394,1,420.25
2269455,1,4408.34
2269458,1,9000.0
2269527,1,2019.72
2269589,1,2237.07
2269809,1,669.38
2269849,1,706.21
2270260,1,1907.32
2270286,1,1297.84
2270468,1,1287.5
2270493,1,853.42
2270525,1,1070.52
2270561,1,2812.02
2270595,1,3000.0
2270596,1,3625.57
2270627,1,3000.0
2270640,1,932.81
2270646,1,1383.94
2270702,1,310.45
2270838,1,3091.71
2270902,1,5519.94
2270913,1,1688.51
2270918,1,1188.86
2270924,1,527.49
2270955,1,26653.54
2270966,1,839.04
2271008,1,765.08
2271063,1,529.46
2271074,1,746.01
2271137,1,293.69
2271145,1,1681.12
2271180,1,464.05
2271189,1,1303.52
2271230,1,1439.14
2271248,1,382.19
2271264,1,1582.17
2271355,1,2107.12
2271362,2,4302.25
2271367,1,390.0
2271392,1,2438.78
2271488,1,1305.45
2271525,1,1701.1
2271584,2,746.37
2271716,1,1785.85
2271782,1,86.24
2271787,1,1060.0
2271840,1,75.11
2271891,1,503.17
2271915,1,1032.11
2271935,1,137.0
2271943,1,1479.75
2271948,2,6225.52
2271984,1,288.7
2272055,1,1073.07
2272104,1,3074.73
2272126,1,586.0
2272157,1,1500.0
2272159,1,1072.5
2272183,1,1282.87
2272225,1,1128.98
2272241,1,655.04
2272263,2,11828.47
2272266,1,1400.0
2272273,1,713.17
2272293,1,83.12
2272315,1,547.27
2272360,1,1762.37
2272379,1,1544.93
2272382,1,973.85
2272399,1,1986.72
2272416,1,839.56
2272505,1,7000.0
2272574,1,75.62
2272595,1,531.57
2272605,1,1564.61
2272619,1,632.92
2272682,1,1310.01
2272683,1,1172.0
2272686,1,352.94
2272703,1,681.74
2272755,1,6220.17
2272772,1,1394.28
2272785,1,568.83
2272798,1,1888.88
2272799,1,450.43
2272894,1,10604.53
2272900,1,7000.0
2272906,1,1367.8
2272912,1,1200.81
2272913,1,81.33
2273202,1,2427.98
2273433,1,2183.65
2274007,1,786.4
2274082,1,304.58
2274440,1,2643.35
2274474,1,610.58
2274488,1,694.72
2274545,1,24441.66
2274559,1,1200.0
2274647,1,1415.1
2274748,1,1413.38
2274796,1,564.0
2274886,1,71.64
2274924,1,160.67
2274935,1,2677.98
2274981,1,1349.54
2274999,1,1248.72
2275064,1,783.12
2275066,1,1435.61
2275071,2,732.9
2275075,1,2290.1
2275118,1,465.12
2275128,1,1400.0
2275187,1,658.63
2275190,1,10000.0
2275232,1,1895.13
2275246,1,1500.0
2275265,1,1503.92
2275270,3,3016.93
2275282,1,9345.67
