AREA,VEH_POWER,VEH_AGE,DRIV_AGE,BONUS_MALUS,VEH_BRAND,VEH_GAS,DENSITY,REGION,CLAIM_NB,CLAIM_MEAN_AMOUNT_CAPPED
B,7.0,19,23.0,100,B5,Regular,100,R11,1.0,794.03
C,15.0,0,42.0,72,B12,Regular,125,R53,1.0,221.88
C,6.0,17,19.0,90,B1,Regular,125,R53,1.0,1201.87
B,5.0,0,48.0,50,B5,Regular,72,R24,1.0,1152.72
C,7.0,8,28.0,85,B11,Diesel,109,R24,1.0,11500.0
D,7.0,7,38.0,50,B3,Regular,705,R11,1.0,1090.47
D,7.0,12,48.0,70,B1,Regular,1313,R24,1.0,4649.49
D,6.0,15,22.0,100,B1,Regular,1313,R24,2.0,1922.0
,7.0,20,52.0,100,B1,Regular,29,R24,1.0,25110.0
E,7.0,4,29.0,85,B1,Regular,2103,R25,1.0,197.28
E,5.0,15,47.0,50,B3,Regular,2103,R25,1.0,910.0
B,7.0,12,28.0,54,B1,Regular,60,R25,1.0,1172.0
C,8.0,0,33.0,54,B12,Diesel,398,R82,1.0,76.01
E,8.0,17,18.0,100,B2,Regular,8455,R82,1.0,1172.0
C,7.0,11,19.0,100,B5,Regular,229,R82,1.0,997.6
C,9.0,10,19.0,90,B11,Regular,120,R82,1.0,1172.0
D,5.0,2,27.0,100,B1,Diesel,1729,R74,1.0,2572.25
C,6.0,9,21.0,100,B3,Diesel,307,R26,1.0,1172.0
D,9.0,8,26.0,100,B1,Regular,1054,R24,1.0,3267.75
D,11.0,14,63.0,50,B11,Regular,1054,R24,1.0,1236.75
A,8.0,8,35.0,80,B2,Diesel,19,R26,1.0,93.17
D,6.0,10,34.0,100,B2,Diesel,1054,R24,1.0,1172.0
A,10.0,0,49.0,50,B10,Diesel,30,R24,1.0,3036.0
D,6.0,8,25.0,90,B2,Diesel,1054,R24,1.0,254.33
D,7.0,13,55.0,100,B1,Regular,1054,R24,1.0,1172.0
D,8.0,3,52.0,71,B10,Diesel,1054,R24,1.0,500.0
D,5.0,8,39.0,85,B2,Diesel,1054,R24,1.0,1172.0
D,5.0,8,21.0,95,B1,Regular,1054,R24,1.0,2172.0
D,6.0,11,41.0,80,B2,Diesel,1054,R24,1.0,342.11
D,13.0,16,22.0,100,B11,Regular,1054,R24,1.0,1172.0
C,7.0,8,19.0,100,B11,Diesel,308,R24,1.0,100.46
D,6.0,8,44.0,76,B5,Regular,1054,R24,1.0,1166.44
D,7.0,13,47.0,100,B2,Regular,1054,R24,1.0,1384.56
D,5.0,9,21.0,100,B5,Diesel,1054,R24,2.0,1172.0
D,9.0,11,43.0,80,B3,Regular,1054,R24,1.0,820.24
D,7.0,11,41.0,100,B3,Regular,1054,R24,1.0,1172.0
D,6.0,12,36.0,60,B1,Diesel,1054,R24,1.0,1172.0
C,4.0,13,28.0,76,B2,Regular,220,R24,1.0,1172.0
B,4.0,0,35.0,50,B1,Diesel,84,R26,1.0,845.3
C,5.0,12,39.0,50,B4,Regular,214,R26,1.0,1172.0
D,10.0,0,56.0,50,B12,Regular,721,R93,1.0,1172.0
A,4.0,14,,50,B3,Diesel,10,R26,1.0,425.68
A,6.0,2,43.0,50,B3,Diesel,31,R24,1.0,3823.6
A,7.0,13,35.0,100,B3,Regular,35,R24,1.0,1172.0
C,5.0,11,19.0,100,B1,Diesel,214,R26,1.0,187.37
A,6.0,14,45.0,50,B1,Regular,43,R24,1.0,239.77
,7.0,2,73.0,50,B2,Regular,37,R53,1.0,1172.0
C,8.0,16,26.0,80,B1,Diesel,265,R53,1.0,1007.75
A,8.0,15,62.0,50,B1,Diesel,45,R21,1.0,1172.0
E,14.0,10,20.0,125,B3,Regular,2715,R24,1.0,1172.0
E,6.0,2,33.0,50,B1,Diesel,3386,R53,1.0,1172.0
E,7.0,3,29.0,60,B2,Diesel,4116,R24,1.0,1172.0
F,6.0,5,31.0,76,B6,Regular,21410,R11,1.0,2358.63
D,6.0,2,43.0,50,B6,Diesel,754,R24,1.0,1172.0
E,7.0,7,33.0,85,B1,Diesel,2715,R24,1.0,3461.56
C,6.0,11,,80,B1,Diesel,334,R72,1.0,1172.0
A,9.0,8,22.0,95,B2,Regular,11,R24,1.0,1172.0
E,5.0,7,35.0,100,B1,Regular,2044,R24,1.0,1172.0
D,6.0,0,30.0,64,B2,Diesel,821,R24,1.0,1172.0
C,8.0,0,58.0,50,B3,Diesel,421,R24,1.0,1172.0
C,5.0,7,44.0,88,B3,Diesel,307,R24,1.0,586.0
F,6.0,4,69.0,50,B3,Regular,10068,R11,1.0,1172.0
E,5.0,13,51.0,85,B5,Regular,4116,R24,1.0,1172.0
F,7.0,5,,60,B13,Regular,21410,R11,1.0,998.66
D,6.0,7,53.0,86,B6,Diesel,722,R53,1.0,1172.0
,9.0,14,32.0,64,B1,Regular,631,R93,1.0,538.41
D,7.0,12,19.0,100,B2,Regular,1326,R93,1.0,1172.0
D,4.0,7,23.0,100,B2,Regular,1397,R41,1.0,1239.55
,7.0,12,36.0,100,B3,Regular,242,R82,1.0,5382.0
B,6.0,3,50.0,50,B3,Diesel,67,R82,1.0,3010.15
D,7.0,13,49.0,50,B2,Regular,509,R82,1.0,537.86
C,6.0,3,,118,B2,Regular,182,R82,2.0,1440.615
C,14.0,3,29.0,54,B3,Regular,132,R82,1.0,1172.0
C,5.0,7,50.0,71,B1,Regular,242,R82,1.0,81.29
C,5.0,0,49.0,50,B2,Diesel,242,R82,1.0,81.32
C,8.0,0,37.0,50,B3,Diesel,102,R82,1.0,4171.69
D,4.0,0,74.0,70,B2,Regular,1466,R31,1.0,2344.0
C,4.0,8,42.0,50,B2,Regular,432,R31,1.0,815.15
D,5.0,9,43.0,50,B13,Diesel,746,R31,1.0,1592.19
D,11.0,8,,50,B10,Regular,540,R31,1.0,9901.03
B,8.0,18,,85,B2,Diesel,76,R24,1.0,733.14
B,5.0,0,65.0,50,B4,Regular,91,R24,1.0,3291.0
C,7.0,6,20.0,95,B1,Diesel,298,R24,1.0,84.8
,11.0,11,23.0,95,B1,Regular,614,R24,1.0,1172.0
D,6.0,7,51.0,50,B2,Regular,1326,R93,1.0,5130.03
D,7.0,13,20.0,100,B2,Regular,741,R24,1.0,1172.0
C,7.0,21,48.0,50,B1,Diesel,166,R52,1.0,1172.0
C,6.0,11,20.0,95,B2,Diesel,186,R52,1.0,561.47
D,6.0,5,37.0,54,B2,Diesel,983,R52,1.0,533.21
C,8.0,19,33.0,50,B1,Diesel,149,R52,1.0,535.86
D,4.0,16,49.0,68,B3,Diesel,528,R52,1.0,1057.35
E,5.0,7,48.0,50,B2,Diesel,4128,R52,1.0,1172.0
E,4.0,15,50.0,100,B1,Regular,4128,R52,1.0,4172.0
D,10.0,8,43.0,50,B5,Diesel,983,R52,1.0,1172.0
B,5.0,6,36.0,50,B5,Regular,51,R52,1.0,76.77
E,5.0,1,66.0,52,B4,Regular,4348,R72,1.0,219.95
,6.0,9,33.0,72,B3,Diesel,4348,R72,1.0,1172.0
E,4.0,6,28.0,85,B1,Regular,2906,R72,1.0,1172.0
A,9.0,14,54.0,50,B3,Regular,30,R72,1.0,1172.0
C,4.0,2,32.0,100,B3,Regular,170,R72,1.0,693.92
,7.0,8,39.0,50,B2,Regular,1445,R72,1.0,1172.0
E,7.0,4,24.0,95,B1,Regular,3857,R72,1.0,244.84
D,6.0,5,38.0,50,B12,Regular,1535,R72,1.0,1172.0
E,8.0,10,41.0,50,B1,Regular,2906,R72,1.0,4732.0
A,10.0,6,57.0,50,B13,Diesel,34,R11,1.0,1172.0
,9.0,10,64.0,50,B1,Regular,44,R24,1.0,458.1
C,7.0,2,44.0,50,B1,Regular,405,R24,1.0,1172.0
C,4.0,12,69.0,54,B6,Regular,405,R24,1.0,543.62
C,9.0,13,53.0,90,B10,Diesel,405,R24,1.0,4438.43
C,8.0,14,72.0,55,B10,Diesel,186,R24,1.0,4000.0
C,6.0,9,32.0,76,B1,Diesel,405,R24,1.0,1172.0
D,7.0,12,23.0,100,B2,Regular,1943,R24,1.0,253.46
A,7.0,11,52.0,50,B2,Regular,47,R24,1.0,176.04
A,7.0,18,53.0,50,B2,Diesel,25,R91,1.0,1172.0
A,5.0,11,50.0,68,B2,Diesel,11,R24,1.0,1172.0
A,7.0,15,42.0,50,B1,Regular,9,R24,1.0,788.61
D,6.0,16,43.0,50,B12,Regular,772,R52,1.0,120.77
D,5.0,0,60.0,50,B5,Diesel,1082,R82,1.0,127.78
E,6.0,2,48.0,50,B2,Regular,9307,R82,1.0,1172.0
D,6.0,4,40.0,50,B3,Diesel,1250,R93,2.0,71.93
E,8.0,10,38.0,50,B1,Regular,9307,R82,1.0,1172.0
E,6.0,13,41.0,100,B1,Diesel,8549,R82,1.0,600.0
E,4.0,13,35.0,100,B2,Regular,9307,R82,1.0,1172.0
E,5.0,15,26.0,100,B2,Diesel,3946,R82,1.0,1172.0
E,11.0,5,25.0,112,B12,Regular,9307,R82,1.0,586.0
E,15.0,0,,57,B3,Regular,9307,R82,1.0,60.13
D,10.0,12,22.0,95,B4,Regular,1601,R41,1.0,1140.75
D,5.0,5,49.0,50,B4,Diesel,1501,R41,1.0,1948.22
,14.0,7,39.0,59,B11,Regular,1601,R41,2.0,1063.08
,7.0,6,38.0,50,B10,Regular,1601,R41,1.0,71.1
C,4.0,6,28.0,90,B2,Regular,388,R93,1.0,1234.75
D,9.0,12,42.0,90,B10,Regular,583,R93,1.0,1421.89
E,7.0,14,54.0,118,B1,Regular,3744,R93,1.0,1172.0
E,4.0,13,46.0,52,B1,Regular,2715,R93,1.0,4679.18
D,6.0,9,,50,B13,Diesel,613,R93,1.0,1571.49
E,6.0,16,18.0,100,B5,Regular,3744,R93,1.0,16364.0
E,14.0,1,39.0,50,B2,Regular,5376,R11,1.0,76.22
E,6.0,2,,50,B1,Regular,2925,R11,2.0,358.125
C,5.0,14,43.0,50,B2,Regular,209,R11,1.0,68.3
D,6.0,7,30.0,60,B2,Diesel,959,R23,1.0,721.98
E,7.0,17,43.0,63,B3,Regular,4762,R93,1.0,1172.0
D,4.0,13,47.0,95,B2,Regular,1313,R24,1.0,1172.0
D,7.0,16,45.0,100,B1,Regular,1313,R24,1.0,1172.0
A,12.0,17,46.0,50,B10,Diesel,32,R24,1.0,1172.0
C,6.0,11,24.0,90,B2,Regular,399,R24,1.0,5731.69
C,4.0,13,42.0,80,B2,Regular,214,R26,1.0,2993.45
C,8.0,13,80.0,65,B6,Regular,214,R26,1.0,485.5
C,11.0,7,28.0,68,B12,Diesel,214,R26,1.0,1172.0
D,5.0,9,19.0,95,B5,Diesel,594,R24,1.0,236.17
A,4.0,14,25.0,95,B3,Diesel,32,R24,1.0,2172.0
E,4.0,0,27.0,68,B3,Diesel,4436,R25,1.0,2659.93
E,4.0,0,49.0,50,B2,Regular,2103,R25,1.0,1172.0
E,10.0,11,27.0,100,B11,Regular,3688,R82,1.0,462.84
D,7.0,4,58.0,50,B2,Diesel,989,R82,1.0,53.3
E,7.0,8,25.0,85,B1,Regular,3688,R82,1.0,4017.07
C,5.0,0,36.0,50,B4,Regular,182,R24,1.0,1172.0
D,5.0,15,27.0,64,B1,Regular,1313,R24,1.0,1172.0
D,6.0,12,45.0,50,B1,Regular,1313,R24,1.0,1172.0
E,6.0,10,43.0,51,B3,Regular,4116,R24,1.0,645.34
,4.0,11,20.0,125,B2,Regular,43,R24,1.0,158.71
E,6.0,8,37.0,53,B1,Diesel,2715,R24,1.0,1172.0
C,9.0,9,20.0,95,B1,Regular,358,R24,1.0,8779.77
E,4.0,16,33.0,64,B2,Regular,2044,R24,1.0,1172.0
E,7.0,10,34.0,68,B1,Regular,4116,R24,1.0,593.46
C,4.0,0,39.0,65,B6,Diesel,421,R24,1.0,115.5
C,4.0,8,41.0,57,B2,Diesel,295,R24,1.0,822.08
E,6.0,14,22.0,100,B1,Diesel,4116,R24,1.0,70.56
D,5.0,14,18.0,100,B5,Diesel,1296,R24,1.0,1172.0
D,5.0,14,18.0,100,B5,Diesel,1296,R24,1.0,1172.0
E,6.0,9,,125,B3,Diesel,2715,R24,1.0,2172.0
D,9.0,69,22.0,90,B3,Regular,983,R52,1.0,434.07
E,5.0,5,24.0,112,B2,Regular,4128,R52,1.0,832.35
B,7.0,5,51.0,50,B1,Regular,54,R52,1.0,2630.41
D,4.0,16,23.0,125,B14,Regular,1457,R52,1.0,1172.0
D,7.0,10,34.0,50,B6,Regular,983,R52,1.0,10740.03
,6.0,7,19.0,100,B6,Diesel,354,R52,1.0,1644.5
C,6.0,17,50.0,55,B2,Diesel,193,R52,1.0,1172.0
E,7.0,13,19.0,100,B2,Diesel,4128,R52,1.0,1172.0
E,6.0,6,,100,B1,Diesel,4393,R11,1.0,1827.62
D,7.0,14,27.0,76,B1,Regular,745,R82,1.0,1172.0
A,4.0,1,46.0,50,B1,Regular,46,R82,1.0,71.76
D,9.0,6,22.0,100,B2,Regular,745,R82,1.0,1258.11
B,6.0,13,,125,B1,Diesel,91,R24,1.0,1172.0
C,6.0,12,53.0,50,B1,Diesel,101,R24,1.0,1172.0
B,7.0,9,43.0,57,B11,Diesel,91,R24,1.0,1172.0
B,5.0,0,19.0,100,B2,Diesel,59,R24,1.0,2032.49
A,8.0,21,18.0,100,B10,Diesel,41,R54,1.0,1172.0
C,7.0,3,54.0,63,B10,Diesel,393,R91,1.0,1357.34
C,6.0,6,52.0,50,B2,Diesel,393,R91,1.0,3339.95
C,7.0,0,21.0,100,B1,Regular,252,R91,1.0,2952.21
D,7.0,8,36.0,58,B3,Regular,625,R91,1.0,1172.0
A,6.0,17,19.0,100,B5,Regular,16,R24,1.0,1172.0
D,12.0,17,39.0,80,B11,Regular,1054,R24,1.0,4114.87
D,5.0,13,20.0,100,B5,Diesel,1054,R24,1.0,1172.0
C,4.0,4,31.0,72,B1,Regular,405,R24,1.0,50000.0
,6.0,18,19.0,125,B10,Diesel,49,R24,1.0,2392.15
A,9.0,0,54.0,50,B12,Regular,10,R24,1.0,4172.0
C,5.0,16,20.0,100,B2,Diesel,405,R24,1.0,1470.35
B,4.0,15,45.0,50,B6,Regular,88,R24,1.0,1172.0
A,8.0,17,18.0,100,B11,Regular,27,R24,1.0,50000.0
,9.0,0,57.0,50,B10,Diesel,152,R53,1.0,1076.4
B,6.0,7,46.0,51,B2,Diesel,98,R82,1.0,1172.0
E,8.0,10,53.0,62,B10,Diesel,3657,R82,1.0,1172.0
D,9.0,10,25.0,80,B1,Regular,1217,R82,1.0,1172.0
D,5.0,9,25.0,100,B1,Diesel,636,R74,1.0,210.24
C,5.0,16,43.0,54,B6,Regular,286,R24,1.0,1172.0
C,7.0,11,48.0,67,B1,Regular,141,R24,1.0,1172.0
A,7.0,12,54.0,62,B2,Diesel,12,R74,1.0,1172.0
A,4.0,13,58.0,50,B4,Diesel,30,R74,1.0,1172.0
C,5.0,16,,56,B1,Regular,220,R24,1.0,1172.0
F,5.0,5,22.0,100,B5,Regular,27000,R11,1.0,3190.3
E,6.0,14,33.0,100,B5,Diesel,4116,R24,1.0,1172.0
E,5.0,0,47.0,62,B12,Diesel,4116,R24,1.0,586.0
B,7.0,0,,125,B2,Regular,50,R24,1.0,1172.0
E,6.0,2,40.0,50,B2,Regular,4348,R72,1.0,1172.0
D,6.0,10,26.0,80,B4,Regular,1445,R72,1.0,134.01
C,7.0,4,61.0,72,B6,Regular,169,R72,1.0,2892.75
D,4.0,11,48.0,66,B4,Diesel,878,R72,1.0,343.37
E,15.0,3,49.0,50,B3,Regular,4456,R72,1.0,458.03
C,6.0,9,54.0,72,B1,Diesel,283,R25,1.0,1172.0
A,4.0,13,60.0,50,B6,Regular,32,R24,1.0,36.53
B,5.0,18,45.0,60,B1,Regular,51,R24,1.0,1172.0
B,6.0,10,79.0,68,B1,Diesel,76,R24,1.0,1172.0
C,7.0,15,83.0,55,B1,Regular,112,R24,1.0,1172.0
A,5.0,4,66.0,50,B2,Regular,18,R24,1.0,1172.0
,6.0,2,73.0,50,B2,Regular,203,R24,1.0,1172.0
A,4.0,10,68.0,50,B2,Regular,33,R24,1.0,2902.24
E,6.0,14,72.0,96,B13,Regular,4116,R24,1.0,1172.0
A,7.0,2,38.0,50,B1,Regular,28,R24,1.0,367.49
A,6.0,7,70.0,50,B1,Diesel,18,R24,1.0,1172.0
D,6.0,1,44.0,50,B4,Regular,821,R24,1.0,1414.27
D,7.0,2,46.0,58,B2,Regular,741,R24,1.0,1172.0
,5.0,14,41.0,57,B2,Diesel,186,R52,1.0,1172.0
C,4.0,10,46.0,50,B1,Regular,203,R24,1.0,1172.0
A,6.0,6,51.0,50,B1,Diesel,10,R24,1.0,10818.01
C,6.0,12,23.0,59,B1,Diesel,307,R24,1.0,1463.6
C,4.0,2,52.0,52,B6,Regular,197,R52,1.0,1422.17
C,5.0,7,43.0,55,B5,Diesel,117,R52,1.0,1172.0
C,6.0,6,56.0,50,B2,Diesel,302,R82,1.0,1172.0
C,6.0,8,74.0,50,B2,Regular,240,R82,1.0,638.95
D,5.0,7,59.0,76,B2,Diesel,798,R54,1.0,1172.0
D,5.0,4,72.0,50,B1,Regular,745,R82,1.0,1172.0
D,4.0,10,86.0,50,B5,Regular,1182,R82,1.0,1172.0
F,5.0,8,55.0,77,B1,Regular,27000,R11,1.0,1025.83
A,6.0,10,75.0,50,B1,Diesel,29,R24,1.0,1172.0
B,5.0,5,59.0,62,B3,Diesel,51,R24,1.0,1172.0
A,14.0,1,55.0,50,B2,Regular,46,R24,1.0,1172.0
A,4.0,12,74.0,50,B4,Regular,49,R24,1.0,1172.0
C,4.0,2,65.0,78,B2,Regular,214,R26,1.0,1172.0
C,6.0,6,47.0,56,B2,Regular,137,R24,1.0,865.05
A,6.0,8,51.0,50,B1,Diesel,39,R24,1.0,644.0
A,6.0,14,40.0,52,B1,Regular,41,R24,1.0,611.34
C,6.0,9,42.0,50,B1,Diesel,232,R24,1.0,363.31
C,4.0,5,68.0,60,B1,Regular,214,R26,1.0,1172.0
C,6.0,15,49.0,50,B1,Regular,105,R24,1.0,1172.0
,4.0,13,47.0,50,B1,Diesel,43,R24,1.0,730.26
C,7.0,20,56.0,50,B1,Regular,128,R24,1.0,1172.0
B,4.0,20,72.0,50,B5,Regular,50,R24,1.0,1172.0
A,6.0,4,69.0,50,B2,Diesel,16,R24,1.0,1172.0
F,8.0,3,53.0,65,B2,Diesel,27000,R11,1.0,924.28
B,6.0,1,70.0,50,B1,Diesel,65,R53,1.0,1696.64
E,7.0,3,50.0,50,B1,Regular,4128,R52,1.0,1132.27
D,4.0,12,51.0,50,B2,Regular,522,R52,1.0,1172.0
C,11.0,19,62.0,50,B1,Diesel,283,R25,1.0,349.54
C,7.0,13,,50,B1,Diesel,136,R54,1.0,1172.0
C,6.0,6,55.0,58,B6,Regular,473,R53,1.0,1172.0
E,7.0,3,65.0,62,B13,Regular,2694,R54,1.0,1172.0
C,6.0,4,84.0,73,B2,Regular,473,R53,1.0,1172.0
D,6.0,1,45.0,62,B4,Diesel,817,R11,1.0,1250.4
C,5.0,11,43.0,176,B5,Diesel,210,R53,1.0,1172.0
D,4.0,10,50.0,50,B2,Regular,634,R53,1.0,100.94
C,9.0,10,56.0,50,B2,Regular,473,R53,1.0,1172.0
C,7.0,7,56.0,50,B2,Diesel,227,R54,1.0,3867.57
D,4.0,4,77.0,50,B1,Regular,600,R82,1.0,1172.0
D,11.0,6,75.0,50,B5,Regular,614,R24,2.0,663.285
C,6.0,11,52.0,55,B2,Regular,119,R82,1.0,7031.31
E,4.0,16,57.0,50,B1,Regular,5723,R82,1.0,73.84
B,8.0,13,45.0,50,B6,Diesel,71,R52,1.0,586.0
C,7.0,6,59.0,107,B1,Regular,453,R72,1.0,1172.0
C,5.0,6,52.0,50,B4,Regular,229,R53,1.0,1875.84
A,7.0,7,63.0,69,B5,Regular,13,R24,1.0,289.01
A,6.0,2,70.0,50,B2,Diesel,29,R24,1.0,589.49
A,6.0,1,,50,B1,Diesel,10,R24,1.0,1172.0
A,6.0,12,42.0,50,B12,Regular,22,R24,1.0,1756.19
C,6.0,4,60.0,50,B2,Diesel,135,R82,1.0,2249.84
D,6.0,19,42.0,65,B1,Regular,607,R82,1.0,1172.0
B,4.0,2,58.0,50,B1,Regular,75,R82,1.0,1097.67
C,7.0,5,69.0,50,B2,Diesel,143,R26,1.0,2104.96
E,6.0,7,49.0,50,B1,Regular,2103,R25,1.0,1172.0
D,7.0,16,61.0,72,B3,Regular,713,R52,1.0,1172.0
C,7.0,10,47.0,50,B1,Regular,347,R53,1.0,1172.0
B,8.0,1,73.0,50,B2,Diesel,66,R54,1.0,594.99
C,5.0,6,42.0,65,B2,Diesel,165,R53,1.0,1172.0
C,7.0,4,41.0,58,B1,Regular,473,R53,1.0,140.14
C,5.0,4,68.0,50,B5,Regular,461,R53,1.0,2098.12
C,6.0,6,70.0,50,B2,Diesel,105,R24,1.0,1172.0
D,7.0,13,43.0,50,B1,Regular,1109,R24,1.0,1172.0
D,5.0,3,70.0,50,B2,Diesel,754,R24,1.0,1172.0
D,8.0,11,53.0,50,B1,Diesel,949,R24,1.0,863.03
B,6.0,7,78.0,50,B2,Diesel,50,R24,1.0,1172.0
F,5.0,7,82.0,50,B1,Regular,27000,R11,1.0,523.95
A,8.0,12,65.0,50,B2,Diesel,20,R24,1.0,797.5
C,5.0,19,75.0,50,B1,Regular,405,R24,1.0,1172.0
B,6.0,12,37.0,62,B1,Diesel,91,R24,1.0,1172.0
A,7.0,14,77.0,50,B2,Regular,12,R24,1.0,1172.0
,5.0,13,43.0,50,B6,Regular,126,R52,1.0,1172.0
B,6.0,8,71.0,50,B2,Diesel,50,R24,1.0,354.02
B,7.0,7,55.0,50,B2,Diesel,91,R24,1.0,782.49
C,7.0,11,63.0,50,B5,Diesel,399,R24,1.0,465.07
C,5.0,6,47.0,107,B4,Diesel,371,R93,1.0,465.72
B,4.0,17,72.0,50,B1,Regular,59,R24,1.0,1172.0
B,4.0,4,39.0,50,B6,Regular,59,R26,1.0,1087.72
A,6.0,7,66.0,50,B2,Diesel,38,R24,1.0,1537.52
C,6.0,3,36.0,59,B1,Diesel,101,R24,1.0,1172.0
A,6.0,6,40.0,64,B1,Diesel,30,R24,1.0,398.84
A,5.0,13,75.0,50,B2,Diesel,34,R24,1.0,1172.0
A,7.0,11,39.0,60,B3,Regular,49,R24,1.0,2000.0
A,6.0,7,63.0,50,B2,Diesel,10,R24,1.0,986.72
E,9.0,14,44.0,70,B2,Regular,2715,R24,1.0,2172.0
D,9.0,7,82.0,60,B2,Regular,741,R24,1.0,1172.0
A,4.0,14,36.0,60,B3,Diesel,27,R24,1.0,958.6
B,6.0,13,49.0,50,B1,Diesel,54,R24,1.0,1172.0
C,9.0,13,42.0,62,B1,Regular,197,R52,1.0,1172.0
D,5.0,7,,187,B5,Regular,722,R53,1.0,5421.97
C,4.0,12,67.0,50,B6,Regular,283,R25,1.0,1246.21
A,5.0,3,50.0,50,B5,Regular,27,R52,1.0,1172.0
D,6.0,10,49.0,56,B1,Diesel,1851,R53,1.0,1172.0
C,7.0,8,58.0,50,B1,Regular,126,R52,1.0,1172.0
D,6.0,8,50.0,50,B2,Diesel,1182,R82,1.0,1450.48
D,6.0,7,57.0,50,B1,Diesel,1719,R82,1.0,58.6
D,8.0,5,48.0,55,B12,Regular,1228,R82,1.0,1172.0
C,6.0,17,46.0,65,B2,Regular,473,R53,1.0,1172.0
C,7.0,3,59.0,50,B1,Regular,197,R52,1.0,2833.86
,5.0,2,64.0,50,B10,Diesel,3866,R24,1.0,136.22
C,5.0,5,53.0,50,B4,Diesel,268,R53,1.0,80.12
D,4.0,5,73.0,50,B1,Regular,1759,R52,1.0,1172.0
A,6.0,6,37.0,50,B2,Regular,33,R25,1.0,1955.5
A,6.0,2,52.0,50,B1,Regular,44,R54,1.0,1172.0
A,5.0,10,48.0,50,B2,Diesel,26,R24,1.0,110.26
A,7.0,12,48.0,50,B2,Diesel,23,R24,1.0,74.0
D,4.0,20,65.0,50,B1,Regular,1974,R54,1.0,192.63
D,7.0,9,38.0,50,B6,Regular,745,R82,1.0,1172.25
D,7.0,14,43.0,50,B3,Regular,1847,R82,1.0,1231.39
E,6.0,2,,50,B1,Regular,3568,R11,1.0,1172.0
,6.0,13,49.0,50,B1,Regular,91,R24,1.0,1172.0
C,14.0,9,56.0,50,B10,Regular,132,R24,1.0,1172.0
C,6.0,9,44.0,50,B6,Diesel,399,R24,1.0,1172.0
D,5.0,8,75.0,50,B1,Regular,754,R24,1.0,3672.0
E,6.0,7,36.0,59,B3,Regular,2105,R82,1.0,3358.48
F,4.0,14,45.0,50,B1,Regular,18229,R11,1.0,586.0
D,6.0,9,79.0,86,B5,Regular,1974,R54,1.0,1172.0
C,7.0,12,62.0,50,B2,Regular,165,R82,1.0,1266.5
A,6.0,7,46.0,70,B1,Diesel,36,R83,1.0,1172.0
E,4.0,7,40.0,66,B5,Regular,8549,R82,1.0,909.5
E,6.0,10,36.0,56,B1,Diesel,2415,R82,1.0,586.0
,7.0,10,,50,B2,Regular,522,R52,1.0,1172.0
D,4.0,10,55.0,50,B1,Regular,1982,R54,1.0,1172.0
C,5.0,12,37.0,51,B2,Diesel,342,R53,1.0,4851.94
C,7.0,13,78.0,58,B1,Regular,196,R25,1.0,1172.0
A,7.0,13,58.0,50,B2,Diesel,50,R53,1.0,1172.0
B,7.0,2,43.0,50,B1,Diesel,97,R53,1.0,123.71
C,6.0,4,53.0,50,B1,Regular,171,R25,1.0,643.8
E,8.0,6,58.0,106,B1,Diesel,3274,R11,1.0,2172.0
,7.0,8,62.0,50,B2,Diesel,28,R82,1.0,76.01
D,4.0,3,79.0,158,B1,Regular,1182,R82,1.0,1172.0
C,5.0,11,37.0,125,B2,Diesel,119,R82,1.0,1172.0
A,6.0,11,36.0,72,B2,Diesel,24,R54,1.0,2200.35
B,7.0,8,44.0,68,B2,Diesel,61,R82,1.0,1255.72
,4.0,1,37.0,50,B1,Diesel,163,R52,1.0,1172.0
C,4.0,12,43.0,50,B2,Regular,282,R24,1.0,259.63
C,5.0,11,68.0,62,B6,Regular,451,R52,1.0,1172.0
C,5.0,11,68.0,73,B6,Regular,451,R52,1.0,1172.0
E,7.0,9,40.0,60,B2,Regular,4128,R52,1.0,966.43
E,7.0,16,42.0,50,B2,Diesel,3386,R53,1.0,870.0
C,6.0,4,41.0,50,B1,Diesel,165,R53,1.0,1172.0
B,4.0,2,70.0,77,B2,Regular,86,R24,2.0,1172.0
E,14.0,6,51.0,52,B11,Regular,3214,R83,1.0,830.61
C,13.0,1,62.0,50,B10,Regular,295,R24,1.0,347.24
E,7.0,12,44.0,50,B5,Regular,4116,R24,1.0,8205.69
D,9.0,11,41.0,50,B2,Regular,1192,R53,1.0,586.0
E,4.0,2,56.0,50,B1,Regular,2103,R25,1.0,1172.0
D,8.0,1,58.0,50,B2,Diesel,1579,R53,1.0,1172.0
C,4.0,7,41.0,50,B2,Regular,238,R52,1.0,1172.0
B,5.0,4,59.0,50,B1,Regular,65,R53,1.0,1172.0
E,5.0,9,47.0,50,B1,Regular,4116,R24,1.0,2022.0
A,5.0,7,49.0,50,B3,Diesel,30,R24,1.0,4128.0
B,4.0,12,47.0,50,B5,Regular,94,R82,1.0,1172.0
D,9.0,12,54.0,50,B3,Regular,600,R82,1.0,1490.29
A,7.0,5,35.0,51,B4,Diesel,24,R54,1.0,1172.0
C,6.0,1,74.0,58,B1,Regular,299,R82,1.0,942.29
C,6.0,8,43.0,68,B1,Regular,135,R82,1.0,1172.0
C,5.0,1,46.0,50,B2,Regular,214,R26,1.0,1172.0
C,7.0,14,54.0,50,B6,Diesel,115,R24,1.0,75.47
B,6.0,5,44.0,50,B2,Diesel,91,R24,1.0,1172.0
